datetime,option_symbol,action,order_size
2024-02-13T19:34:50.464458834Z,SPX   240517P04650000,S,50
2024-02-13T16:31:19.439581287Z,SPX   240517P04650000,B,50
2024-02-13T20:29:01.158825161Z,SPX   240517P03350000,S,50
2024-02-13T19:33:06.596315123Z,SPX   240517P03350000,B,50
2024-02-13T15:26:28.103407750Z,SPX   240621C04850000,S,50
2024-02-13T15:21:13.996140373Z,SPX   240621C04850000,B,50
2024-02-13T17:45:44.429100544Z,SPX   240621P04950000,S,50
2024-02-13T16:37:45.292627779Z,SPX   240621P04950000,B,50
2024-02-13T19:43:19.891332685Z,SPX   240621P04650000,S,50
2024-02-13T16:10:35.467447352Z,SPX   240621P04650000,B,50
2024-02-13T20:40:18.004552139Z,SPX   240719P04225000,S,50
2024-02-13T19:32:59.649817629Z,SPX   240719P04225000,B,50
2024-02-13T19:47:26.004792305Z,SPX   240719P03600000,S,50
2024-02-13T16:55:23.487511069Z,SPX   240719P03600000,B,50
2024-02-13T20:25:40.679616380Z,SPX   240719P05200000,S,43
2024-02-13T17:17:31.874619235Z,SPX   240719P05200000,B,43
2024-02-13T20:23:17.150545952Z,SPX   240719P04350000,S,50
2024-02-13T14:49:16.138146209Z,SPX   240719P04350000,B,50
2024-02-13T19:56:32.013385257Z,SPX   240719P04175000,S,50
2024-02-13T19:02:17.863966825Z,SPX   240719P04175000,B,50
2024-02-13T19:30:39.538291439Z,SPX   240719P04075000,S,50
2024-02-13T17:54:08.826136707Z,SPX   240719P04075000,B,50
2024-02-13T20:45:26.069074328Z,SPX   240719P03300000,S,50
2024-02-13T19:04:09.009213148Z,SPX   240719P03300000,B,50
2024-02-13T17:08:55.617700847Z,SPX   240719P05000000,S,50
2024-02-13T16:39:27.737513575Z,SPX   240719P05000000,B,50
2024-02-13T19:04:09.009213148Z,SPX   240719P04250000,S,50
2024-02-13T17:15:11.526192986Z,SPX   240719P04250000,B,50
2024-02-13T18:38:30.935342058Z,SPX   240719P04900000,S,50
2024-02-13T15:54:11.041374332Z,SPX   240719P04900000,B,50
2024-02-13T17:08:07.825279338Z,SPX   240315P04875000,S,50
2024-02-13T16:15:59.137309047Z,SPX   240315P04875000,B,50
2024-02-13T20:20:07.223050179Z,SPX   250117P04400000,S,50
2024-02-13T15:43:37.786370315Z,SPX   250117P04400000,B,50
2024-02-13T20:38:57.763860620Z,SPX   250117P04975000,S,50
2024-02-13T16:28:52.334693346Z,SPX   250117P04975000,B,50
2024-02-13T17:54:27.529413923Z,SPX   240315P04780000,S,50
2024-02-13T16:53:40.606801677Z,SPX   240315P04780000,B,50
2024-02-13T19:16:21.912931768Z,SPX   250117P04300000,S,50
2024-02-13T17:41:38.993538695Z,SPX   250117P04300000,B,50
2024-02-13T19:05:08.342929039Z,SPX   240315P04570000,S,50
2024-02-13T16:11:12.389402693Z,SPX   240315P04570000,B,50
2024-02-13T20:29:01.806847335Z,SPX   240419P04160000,S,50
2024-02-13T19:17:13.915478991Z,SPX   240419P04160000,B,50
2024-02-13T20:58:40.554967716Z,SPX   240419P03860000,S,50
2024-02-13T15:05:35.982339712Z,SPX   240419P03860000,B,50
2024-02-13T19:04:00.084257258Z,SPX   240419P04730000,S,50
2024-02-13T14:30:59.605305972Z,SPX   240419P04730000,B,50
2024-02-13T21:03:17.447278088Z,SPX   240419P04610000,S,50
2024-02-13T14:55:56.300814161Z,SPX   240419P04610000,B,50
2024-02-13T20:38:18.050651792Z,SPX   240315C04790000,S,15
2024-02-13T20:32:09.058064672Z,SPX   240315C04790000,B,15
2024-02-13T20:09:04.248106532Z,SPX   240315P03520000,S,50
2024-02-13T15:03:12.025882425Z,SPX   240315P03520000,B,50
2024-02-13T20:32:14.187617379Z,SPX   240419C05050000,S,50
2024-02-13T20:04:45.714902906Z,SPX   240419C05050000,B,50
2024-02-13T19:50:25.088444450Z,SPX   240419P04640000,S,50
2024-02-13T14:40:03.050670699Z,SPX   240419P04640000,B,50
2024-02-13T18:48:52.903085245Z,SPX   240419P05025000,S,50
2024-02-13T17:42:41.218991589Z,SPX   240419P05025000,B,50
2024-02-13T19:59:02.024042361Z,SPX   240419P04760000,S,50
2024-02-13T15:39:42.100770412Z,SPX   240419P04760000,B,50
2024-02-13T17:31:42.249575202Z,SPX   240315P04830000,S,50
2024-02-13T16:17:20.341591751Z,SPX   240315P04830000,B,50
2024-02-13T20:13:54.298839144Z,SPX   240517P04720000,S,44
2024-02-13T15:31:05.229382470Z,SPX   240517P04720000,B,44
2024-02-13T19:58:03.162740768Z,SPX   240315P04535000,S,50
2024-02-13T16:14:50.500657654Z,SPX   240315P04535000,B,50
2024-02-13T18:52:28.757876626Z,SPX   240517P04830000,S,45
2024-02-13T15:31:05.223638943Z,SPX   240517P04830000,B,45
2024-02-13T20:48:53.936162548Z,SPX   240419P05075000,S,30
2024-02-13T16:51:23.412231700Z,SPX   240419P05075000,B,30
2024-02-13T21:07:30.800178810Z,SPX   240517P04020000,S,50
2024-02-13T18:10:28.598205319Z,SPX   240517P04020000,B,50
2024-02-13T20:02:21.647311762Z,SPX   240517P04410000,S,50
2024-02-13T15:10:30.301630885Z,SPX   240517P04410000,B,50
2024-02-13T17:13:00.770042807Z,SPX   240315P04860000,S,50
2024-02-13T16:35:55.259976161Z,SPX   240315P04860000,B,50
2024-02-13T19:17:10.281916102Z,SPX   240517P04880000,S,50
2024-02-13T15:01:53.536134353Z,SPX   240517P04880000,B,50
2024-02-13T21:05:50.536235877Z,SPX   240315P04940000,S,45
2024-02-13T16:10:46.616022002Z,SPX   240315P04940000,B,45
2024-02-13T19:12:12.903973905Z,SPX   240517P04920000,S,50
2024-02-13T15:53:35.116873259Z,SPX   240517P04920000,B,50
2024-02-13T18:39:41.079048809Z,SPX   250321P04700000,S,50
2024-02-13T15:48:54.554228083Z,SPX   250321P04700000,B,50
2024-02-13T18:31:23.165288915Z,SPX   240315P04685000,S,50
2024-02-13T16:25:53.113182411Z,SPX   240315P04685000,B,50
2024-02-13T18:29:45.225370734Z,SPX   240315P04785000,S,50
2024-02-13T16:51:11.383833866Z,SPX   240315P04785000,B,50
2024-02-13T17:19:01.056492245Z,SPX   240419P04970000,S,50
2024-02-13T16:37:57.862968266Z,SPX   240419P04970000,B,50
2024-02-13T21:00:31.304956981Z,SPX   240419C05020000,S,50
2024-02-13T20:01:27.205410224Z,SPX   240419C05020000,B,50
2024-02-13T21:12:42.000923643Z,SPX   240419C04960000,S,30
2024-02-13T20:50:15.023162738Z,SPX   240419C04960000,B,30
2024-02-13T20:50:25.575418535Z,SPX   240315C05060000,S,50
2024-02-13T19:50:41.026171563Z,SPX   240315C05060000,B,50
2024-02-13T18:14:53.202423340Z,SPX   240315P04815000,S,50
2024-02-13T15:55:30.495768515Z,SPX   240315P04815000,B,50
2024-02-13T20:28:04.319325420Z,SPX   240621P04890000,S,32
2024-02-13T19:33:07.724590715Z,SPX   240621P04890000,B,32
2024-02-13T19:18:13.778730142Z,SPX   240621P04240000,S,50
2024-02-13T16:49:48.091045964Z,SPX   240621P04240000,B,50
2024-02-13T14:58:14.290450191Z,SPX   240621P04790000,S,47
2024-02-13T14:45:58.404796474Z,SPX   240621P04790000,B,47
2024-02-13T20:55:22.639749051Z,SPX   240315P04915000,S,50
2024-02-13T17:47:22.915650704Z,SPX   240315P04915000,B,50
2024-02-13T18:37:55.020364629Z,SPX   240315P04895000,S,50
2024-02-13T14:35:38.829496353Z,SPX   240315P04895000,B,50
2024-02-13T20:55:27.218748123Z,SPX   240315C05140000,S,50
2024-02-13T20:01:26.909170574Z,SPX   240315C05140000,B,50
2024-02-13T20:30:43.282409674Z,SPX   240719P04560000,S,50
2024-02-13T15:02:11.389887703Z,SPX   240719P04560000,B,50
2024-02-13T20:58:26.130451337Z,SPX   240315C04965000,S,50
2024-02-13T20:17:59.485087500Z,SPX   240315C04965000,B,50
2024-02-13T19:32:59.649817629Z,SPX   240719P04260000,S,50
2024-02-13T16:29:50.497963088Z,SPX   240719P04260000,B,50
2024-02-13T20:03:37.625957767Z,SPX   240517P04555000,S,50
2024-02-13T17:41:20.513841556Z,SPX   240517P04555000,B,50
2024-02-13T20:28:08.514654479Z,SPX   240517P04955000,S,49
2024-02-13T14:40:00.171978464Z,SPX   240517P04955000,B,49
2024-02-13T14:51:36.763402211Z,SPX   240315P05015000,S,50
2024-02-13T14:32:32.882389960Z,SPX   240315P05015000,B,50
2024-02-13T18:03:11.924258006Z,SPX   240517P05190000,S,30
2024-02-13T14:32:58.208112359Z,SPX   240517P05190000,B,30
2024-02-13T17:20:51.835111513Z,SPX   240517P04845000,S,2
2024-02-13T16:25:39.655929493Z,SPX   240517P04845000,B,2
2024-02-13T18:24:48.845376380Z,SPX   240419P04955000,S,50
2024-02-13T17:48:11.962122433Z,SPX   240419P04955000,B,50
2024-02-13T19:03:58.466798682Z,SPX   240517P04755000,S,50
2024-02-13T15:12:08.936949330Z,SPX   240517P04755000,B,50
2024-02-13T16:39:17.130037937Z,SPX   240419C05215000,S,50
2024-02-13T15:17:34.290041031Z,SPX   240419C05215000,B,50
2024-02-13T18:22:38.106679071Z,SPX   251219C05800000,S,1
2024-02-13T15:21:11.476594183Z,SPX   251219C05800000,B,1
2024-02-13T16:54:57.366851802Z,SPX   240621P04900000,S,50
2024-02-13T16:41:23.023462296Z,SPX   240621P04900000,B,50
2024-02-13T18:49:10.784652255Z,SPX   240621P04075000,S,50
2024-02-13T16:43:01.475364919Z,SPX   240621P04075000,B,50
2024-02-13T20:42:02.708161265Z,SPX   240621P03800000,S,50
2024-02-13T19:44:13.519104293Z,SPX   240621P03800000,B,50
2024-02-13T19:25:19.528893491Z,SPX   240621P03625000,S,50
2024-02-13T17:53:14.310080691Z,SPX   240621P03625000,B,50
2024-02-13T19:27:17.635597406Z,SPX   240621P03850000,S,50
2024-02-13T18:31:14.907186066Z,SPX   240621P03850000,B,50
2024-02-13T20:14:02.030937048Z,SPX   240315P04325000,S,50
2024-02-13T15:01:11.579977983Z,SPX   240315P04325000,B,50
2024-02-13T19:34:25.495321286Z,SPX   240315P05200000,S,15
2024-02-13T16:38:07.610615185Z,SPX   240315P05200000,B,15
2024-02-13T20:08:20.793317012Z,SPX   240315P03850000,S,50
2024-02-13T19:05:20.140222238Z,SPX   240315P03850000,B,50
2024-02-13T21:05:16.917402490Z,SPX   240315P04525000,S,50
2024-02-13T15:36:02.263172523Z,SPX   240315P04525000,B,50
2024-02-13T20:12:54.233300953Z,SPX   240315P04225000,S,50
2024-02-13T17:01:50.585583329Z,SPX   240315P04225000,B,50
2024-02-13T20:31:59.009512660Z,SPX   240315C04950000,S,50
2024-02-13T20:03:41.415285377Z,SPX   240315C04950000,B,50
2024-02-13T20:08:56.869510228Z,SPX   240315P03900000,S,50
2024-02-13T15:42:06.013815027Z,SPX   240315P03900000,B,50
2024-02-13T20:46:47.241999400Z,SPX   240315P03500000,S,50
2024-02-13T14:37:29.283763522Z,SPX   240315P03500000,B,50
2024-02-13T18:52:02.171305603Z,SPX   240315P04500000,S,10
2024-02-13T14:33:43.718383174Z,SPX   240315P04500000,B,10
2024-02-13T16:54:06.934607405Z,SPX   240315P04900000,S,50
2024-02-13T16:27:27.766529430Z,SPX   240315P04900000,B,50
2024-02-13T20:06:02.906405751Z,SPX   240419P03925000,S,50
2024-02-13T18:50:50.218333596Z,SPX   240419P03925000,B,50
2024-02-13T20:54:48.768640523Z,SPX   240419P03775000,S,50
2024-02-13T14:54:39.353105287Z,SPX   240419P03775000,B,50
2024-02-13T18:08:51.880154037Z,SPX   240419P04650000,S,50
2024-02-13T16:23:37.325425816Z,SPX   240419P04650000,B,50
2024-02-13T19:36:25.851689094Z,SPX   240419P05100000,S,32
2024-02-13T14:30:02.318586062Z,SPX   240419P05100000,B,32
2024-02-13T20:43:41.628732061Z,SPX   240419C04750000,S,50
2024-02-13T20:40:36.283020807Z,SPX   240419C04750000,B,50
2024-02-13T17:35:15.153813278Z,SPX   240419P04800000,S,50
2024-02-13T16:47:00.668091471Z,SPX   240419P04800000,B,50
2024-02-13T19:52:59.871223204Z,SPX   240419P04375000,S,50
2024-02-13T19:05:10.975469931Z,SPX   240419P04375000,B,50
2024-02-13T20:06:28.095015364Z,SPX   240419P03750000,S,50
2024-02-13T17:55:33.355180576Z,SPX   240419P03750000,B,50
2024-02-13T20:26:27.013999793Z,SPX   240419C05000000,S,41
2024-02-13T19:54:20.511000323Z,SPX   240419C05000000,B,41
2024-02-13T19:06:18.758173401Z,SPX   240419P04175000,S,50
2024-02-13T14:37:24.512391976Z,SPX   240419P04175000,B,50
2024-02-13T20:32:26.520129097Z,SPX   240419C04700000,S,50
2024-02-13T20:24:28.862594062Z,SPX   240419C04700000,B,50
2024-02-13T19:14:15.136702932Z,SPX   240419P04050000,S,50
2024-02-13T17:10:14.468692796Z,SPX   240419P04050000,B,50
2024-02-13T19:02:32.455247983Z,SPX   240517P04725000,S,34
2024-02-13T15:52:04.332626485Z,SPX   240517P04725000,B,34
2024-02-13T20:33:57.723698314Z,SPX   240517P03475000,S,50
2024-02-13T14:45:49.728690699Z,SPX   240517P03475000,B,50
2024-02-13T20:23:40.475580718Z,SPX   240419C04950000,S,50
2024-02-13T20:04:13.126053584Z,SPX   240419C04950000,B,50
2024-02-13T17:55:05.247789553Z,SPX   240517P04850000,S,50
2024-02-13T16:23:37.325420225Z,SPX   240517P04850000,B,50
2024-02-13T18:37:54.933534035Z,SPX   240419P04775000,S,50
2024-02-13T15:43:54.445524293Z,SPX   240419P04775000,B,50
2024-02-13T19:34:50.089336113Z,SPX   240517P04100000,S,50
2024-02-13T15:13:25.912643206Z,SPX   240517P04100000,B,50
2024-02-13T19:31:31.545540236Z,SPX   240517P03525000,S,50
2024-02-13T16:22:04.664850970Z,SPX   240517P03525000,B,50
2024-02-13T17:06:57.264306105Z,SPX   240517P04700000,S,33
2024-02-13T16:43:41.556672958Z,SPX   240517P04700000,B,33
2024-02-13T20:28:21.939125787Z,SPX   240517P03925000,S,50
2024-02-13T19:39:50.163282310Z,SPX   240517P03925000,B,50
2024-02-13T19:46:55.739675688Z,SPX   240517P03300000,S,50
2024-02-13T14:37:07.780223993Z,SPX   240517P03300000,B,50
2024-02-13T20:10:28.955919387Z,SPX   240517C05000000,S,29
2024-02-13T20:05:22.764536253Z,SPX   240517C05000000,B,29
2024-02-13T18:20:38.393490649Z,SPX   240517P05200000,S,10
2024-02-13T14:33:07.049915671Z,SPX   240517P05200000,B,10
2024-02-13T18:14:51.897727821Z,SPX   240517P04500000,S,50
2024-02-13T16:43:41.556667950Z,SPX   240517P04500000,B,50
2024-02-13T21:04:37.700023538Z,SPX   240621P04525000,S,50
2024-02-13T15:31:55.770109841Z,SPX   240621P04525000,B,50
2024-02-13T15:16:05.826871178Z,SPX   240621P04725000,S,50
2024-02-13T14:50:20.543177733Z,SPX   240621P04725000,B,50
2024-02-13T18:42:39.024496794Z,SPX   240621P04375000,S,50
2024-02-13T14:50:11.308695349Z,SPX   240621P04375000,B,50
2024-02-13T21:01:19.981379027Z,SPX   240621P04575000,S,50
2024-02-13T17:40:52.576150092Z,SPX   240621P04575000,B,50
2024-02-13T18:43:42.503634254Z,SPX   240621P04875000,S,10
2024-02-13T15:57:10.832154811Z,SPX   240621P04875000,B,10
2024-02-13T17:56:47.124307356Z,SPX   240719P04700000,S,50
2024-02-13T17:06:42.430734025Z,SPX   240719P04700000,B,50
2024-02-13T15:26:47.180982380Z,SPX   240719P04950000,S,50
2024-02-13T14:38:25.324096257Z,SPX   240719P04950000,B,50
2024-02-13T19:08:19.163675904Z,SPX   240621P05050000,S,50
2024-02-13T16:40:13.321349258Z,SPX   240621P05050000,B,50
2024-02-13T20:56:06.340398829Z,SPX   240719C05150000,S,1
2024-02-13T20:50:58.732182271Z,SPX   240719C05150000,B,1
2024-02-13T18:29:24.387505110Z,SPX   240719P04750000,S,50
2024-02-13T17:15:11.526192986Z,SPX   240719P04750000,B,50
2024-02-13T20:52:45.645627233Z,SPX   240719P04450000,S,50
2024-02-13T18:25:07.901700294Z,SPX   240719P04450000,B,50
2024-02-13T20:58:35.142640127Z,SPX   240719P04525000,S,50
2024-02-13T16:54:00.003937273Z,SPX   240719P04525000,B,50
2024-02-13T19:27:01.104837489Z,SPX   240719P04275000,S,50
2024-02-13T15:49:43.728604984Z,SPX   240719P04275000,B,50
2024-02-13T17:06:42.430729060Z,SPX   240719C05300000,S,50
2024-02-13T15:05:43.278982225Z,SPX   240719C05300000,B,50
2024-02-13T20:40:52.184161775Z,SPX   240315C05050000,S,50
2024-02-13T20:18:11.051867223Z,SPX   240315C05050000,B,50
2024-02-13T19:44:03.540178798Z,SPX   250117P04800000,S,19
2024-02-13T17:06:20.272227059Z,SPX   250117P04800000,B,19
2024-02-13T17:54:27.529424914Z,SPX   240315P04760000,S,50
2024-02-13T16:53:40.606806661Z,SPX   240315P04760000,B,50
2024-02-13T20:29:11.082780466Z,SPX   240315P04320000,S,50
2024-02-13T16:30:47.392086887Z,SPX   240315P04320000,B,50
2024-02-13T20:58:32.308906741Z,SPX   240315P04440000,S,50
2024-02-13T17:34:19.475819198Z,SPX   240315P04440000,B,50
2024-02-13T19:04:58.286594093Z,SPX   250117P04000000,S,50
2024-02-13T15:35:19.189656788Z,SPX   250117P04000000,B,50
2024-02-13T20:19:23.524921240Z,SPX   240315P04030000,S,50
2024-02-13T19:21:42.292990192Z,SPX   240315P04030000,B,50
2024-02-13T17:09:32.203771655Z,SPX   250117P04900000,S,50
2024-02-13T16:48:14.576845336Z,SPX   250117P04900000,B,50
2024-02-13T18:21:54.353430718Z,SPX   250117C05200000,S,27
2024-02-13T15:07:40.291718886Z,SPX   250117C05200000,B,27
2024-02-13T19:53:52.746979460Z,SPX   240315P04680000,S,50
2024-02-13T16:55:23.474294779Z,SPX   240315P04680000,B,50
2024-02-13T20:59:38.357554842Z,SPX   240315P04560000,S,50
2024-02-13T16:50:06.244766957Z,SPX   240315P04560000,B,50
2024-02-13T19:03:38.204791350Z,SPX   240315P04690000,S,50
2024-02-13T16:31:19.176499585Z,SPX   240315P04690000,B,50
2024-02-13T19:05:08.708509394Z,SPX   240315P04640000,S,4
2024-02-13T17:36:36.901389252Z,SPX   240315P04640000,B,4
2024-02-13T17:10:19.651649677Z,SPX   241115P05000000,S,50
2024-02-13T16:23:35.978198739Z,SPX   241115P05000000,B,50
2024-02-13T20:07:40.352701792Z,SPX   241115P04950000,S,1
2024-02-13T19:08:02.106620569Z,SPX   241115P04950000,B,1
2024-02-13T19:18:26.039150952Z,SPX   240419P04080000,S,50
2024-02-13T14:52:06.602185827Z,SPX   240419P04080000,B,50
2024-02-13T17:45:40.338454883Z,SPX   241115P05050000,S,39
2024-02-13T16:43:43.916433962Z,SPX   241115P05050000,B,39
2024-02-13T19:01:47.451118397Z,SPX   241115P04925000,S,50
2024-02-13T18:33:25.764654109Z,SPX   241115P04925000,B,50
2024-02-13T20:48:12.207396100Z,SPX   240419C05025000,S,50
2024-02-13T20:01:27.107653755Z,SPX   240419C05025000,B,50
2024-02-13T19:51:36.470049727Z,SPX   240419P04790000,S,50
2024-02-13T15:38:14.493728841Z,SPX   240419P04790000,B,50
2024-02-13T17:58:03.030575844Z,SPX   240315P04840000,S,50
2024-02-13T14:33:58.945027255Z,SPX   240315P04840000,B,50
2024-02-13T19:16:49.114597243Z,SPX   240517P03970000,S,50
2024-02-13T15:24:03.843120067Z,SPX   240517P03970000,B,50
2024-02-13T20:02:14.411968984Z,SPX   240517P04430000,S,50
2024-02-13T15:38:50.082650844Z,SPX   240517P04430000,B,50
2024-02-13T20:38:31.495546853Z,SPX   240419C05075000,S,50
2024-02-13T19:53:26.611661531Z,SPX   240419C05075000,B,50
2024-02-13T20:20:42.834230567Z,SPX   240517P05150000,S,50
2024-02-13T16:03:52.379940946Z,SPX   240517P05150000,B,50
2024-02-13T20:45:17.022578530Z,SPX   240517P04420000,S,50
2024-02-13T18:43:07.158159503Z,SPX   240517P04420000,B,50
2024-02-13T19:29:02.264892348Z,SPX   240315P04615000,S,50
2024-02-13T16:21:57.517660591Z,SPX   240315P04615000,B,50
2024-02-13T19:55:40.926240249Z,SPX   240517P04530000,S,50
2024-02-13T15:38:50.082645640Z,SPX   240517P04530000,B,50
2024-02-13T19:18:26.769038120Z,SPX   240517P04760000,S,50
2024-02-13T19:12:12.903979652Z,SPX   240517P04760000,B,50
2024-02-13T19:36:25.922707349Z,SPX   240517P04580000,S,50
2024-02-13T14:44:34.189472034Z,SPX   240517P04580000,B,50
2024-02-13T20:46:42.500013410Z,SPX   240517P05125000,S,38
2024-02-13T15:52:44.156286460Z,SPX   240517P05125000,B,38
2024-02-13T20:10:36.592147141Z,SPX   240517P04230000,S,50
2024-02-13T14:57:13.044980034Z,SPX   240517P04230000,B,50
2024-02-13T18:49:43.371389570Z,SPX   240419P04870000,S,50
2024-02-13T17:44:33.295435993Z,SPX   240419P04870000,B,50
2024-02-13T20:53:17.256541305Z,SPX   240315C05125000,S,50
2024-02-13T20:23:11.549630302Z,SPX   240315C05125000,B,50
2024-02-13T18:27:28.645038466Z,SPX   240315P04910000,S,50
2024-02-13T17:19:39.240019220Z,SPX   240315P04910000,B,50
2024-02-13T20:58:31.080276722Z,SPX   240315C05040000,S,50
2024-02-13T19:59:01.994917626Z,SPX   240315C05040000,B,50
2024-02-13T20:49:03.727356459Z,SPX   240315P04920000,S,45
2024-02-13T15:26:55.285415845Z,SPX   240315P04920000,B,45
2024-02-13T19:06:22.803405390Z,SPX   250321P05200000,S,50
2024-02-13T16:45:09.645951812Z,SPX   250321P05200000,B,50
2024-02-13T17:14:52.898465866Z,SPX   240419P04980000,S,30
2024-02-13T14:36:14.064984316Z,SPX   240419P04980000,B,30
2024-02-13T19:36:07.864213105Z,SPX   240315P04990000,S,6
2024-02-13T17:36:14.584334242Z,SPX   240315P04990000,B,6
2024-02-13T20:28:08.514649347Z,SPX   240517P05030000,S,20
2024-02-13T16:19:56.903341311Z,SPX   240517P05030000,B,20
2024-02-13T18:07:27.517239190Z,SPX   240315P04795000,S,50
2024-02-13T14:34:35.087578224Z,SPX   240315P04795000,B,50
2024-02-13T20:57:35.840788778Z,SPX   240419C04990000,S,50
2024-02-13T20:26:25.170621438Z,SPX   240419C04990000,B,50
2024-02-13T17:09:34.879981121Z,SPX   240419P05020000,S,50
2024-02-13T17:04:43.363236926Z,SPX   240419P05020000,B,50
2024-02-13T16:46:24.462145240Z,SPX   240315C04845000,S,15
2024-02-13T14:30:05.400977479Z,SPX   240315C04845000,B,15
2024-02-13T18:27:44.965866954Z,SPX   240621C05040000,S,50
2024-02-13T15:08:10.926686453Z,SPX   240621C05040000,B,50
2024-02-13T17:27:32.748592185Z,SPX   250117P05175000,S,50
2024-02-13T16:42:58.635028691Z,SPX   250117P05175000,B,50
2024-02-13T20:58:40.397442942Z,SPX   240419P04765000,S,50
2024-02-13T16:59:10.810397345Z,SPX   240419P04765000,B,50
2024-02-13T20:29:01.899823577Z,SPX   240315C04885000,S,1
2024-02-13T20:14:24.934373476Z,SPX   240315C04885000,B,1
2024-02-13T20:21:20.481864009Z,SPX   240621P04530000,S,50
2024-02-13T14:54:24.841878000Z,SPX   240621P04530000,B,50
2024-02-13T18:52:57.459793601Z,SPX   240419P04805000,S,50
2024-02-13T16:45:22.535138403Z,SPX   240419P04805000,B,50
2024-02-13T20:59:42.817991910Z,SPX   240419C05130000,S,1
2024-02-13T19:17:37.901697135Z,SPX   240419C05130000,B,1
2024-02-13T20:28:55.222691968Z,SPX   250221P04950000,S,50
2024-02-13T18:39:41.067565764Z,SPX   250221P04950000,B,50
2024-02-13T16:10:56.305272278Z,SPX   240621C05190000,S,50
2024-02-13T14:41:31.003982751Z,SPX   240621C05190000,B,50
2024-02-13T20:42:17.383479268Z,SPX   240419C05160000,S,50
2024-02-13T20:17:40.100282417Z,SPX   240419C05160000,B,50
2024-02-13T20:54:40.791398166Z,SPX   240517P05170000,S,26
2024-02-13T14:33:37.174966033Z,SPX   240517P05170000,B,26
2024-02-13T20:28:04.318302765Z,SPX   240719P04740000,S,50
2024-02-13T17:19:15.242955674Z,SPX   240719P04740000,B,50
2024-02-13T20:02:59.833273748Z,SPX   240517P04855000,S,31
2024-02-13T15:27:00.065733528Z,SPX   240517P04855000,B,31
2024-02-13T17:14:30.430606999Z,SPX   240315P04955000,S,50
2024-02-13T16:53:41.061714570Z,SPX   240315P04955000,B,50
2024-02-13T20:28:33.580262889Z,SPX   240517P04915000,S,50
2024-02-13T19:58:31.410861543Z,SPX   240517P04915000,B,50
2024-02-13T16:40:25.784702406Z,SPX   240621C05210000,S,50
2024-02-13T15:10:48.607680373Z,SPX   240621C05210000,B,50
2024-02-13T20:42:28.349012397Z,SPX   241220C05200000,S,26
2024-02-13T20:12:02.350144012Z,SPX   241220C05200000,B,26
2024-02-13T20:41:40.145042087Z,SPX   241220C05500000,S,50
2024-02-13T20:03:57.243915637Z,SPX   241220C05500000,B,50
2024-02-13T20:55:43.754877313Z,SPX   240216C04750000,S,50
2024-02-13T20:20:35.498476395Z,SPX   240216C04750000,B,50
2024-02-13T20:35:43.483211275Z,SPX   241220C04600000,S,39
2024-02-13T20:04:21.140193247Z,SPX   241220C04600000,B,39
2024-02-13T20:43:42.608771428Z,SPX   240216P04700000,S,50
2024-02-13T14:36:23.379982530Z,SPX   240216P04700000,B,50
2024-02-13T20:55:19.013814098Z,SPX   240216C04775000,S,50
2024-02-13T20:53:54.543581420Z,SPX   240216C04775000,B,50
2024-02-13T17:53:45.031730072Z,SPX   241220P05150000,S,50
2024-02-13T17:44:22.612685920Z,SPX   241220P05150000,B,50
2024-02-13T21:00:17.849202498Z,SPX   240920C05000000,S,11
2024-02-13T19:36:50.985025597Z,SPX   240920C05000000,B,11
2024-02-13T20:08:02.475497052Z,SPX   240920P05100000,S,50
2024-02-13T17:36:34.355447799Z,SPX   240920P05100000,B,50
2024-02-13T20:49:12.324770483Z,SPX   240920C05500000,S,50
2024-02-13T20:08:02.475497052Z,SPX   240920C05500000,B,50
2024-02-13T20:28:53.811072352Z,SPX   240920P05025000,S,50
2024-02-13T15:29:56.149989500Z,SPX   240920P05025000,B,50
2024-02-13T20:42:35.590553471Z,SPX   240920P04825000,S,50
2024-02-13T18:03:10.195713406Z,SPX   240920P04825000,B,50
2024-02-13T20:44:04.914523092Z,SPX   240920P04350000,S,50
2024-02-13T18:03:10.195723283Z,SPX   240920P04350000,B,50
2024-02-13T19:17:20.843031526Z,SPX   240816P04575000,S,50
2024-02-13T14:48:20.853270486Z,SPX   240816P04575000,B,50
2024-02-13T19:11:43.039523031Z,SPX   240816P04975000,S,50
2024-02-13T18:48:21.872190131Z,SPX   240816P04975000,B,50
2024-02-13T19:52:16.652891133Z,SPX   240816P05100000,S,50
2024-02-13T14:53:57.531059978Z,SPX   240816P05100000,B,50
2024-02-13T17:35:41.117507316Z,SPX   240216P04925000,S,50
2024-02-13T16:30:24.315775908Z,SPX   240216P04925000,B,50
2024-02-13T18:58:37.168929609Z,SPX   240816P04850000,S,37
2024-02-13T16:33:00.151746539Z,SPX   240816P04850000,B,37
2024-02-13T18:21:46.250893268Z,SPX   240816P04475000,S,50
2024-02-13T16:57:05.908023345Z,SPX   240816P04475000,B,50
2024-02-13T20:23:45.323461722Z,SPX   240216P04670000,S,50
2024-02-13T16:45:14.081601227Z,SPX   240216P04670000,B,50
2024-02-13T20:15:33.648022315Z,SPX   240216P04770000,S,9
2024-02-13T16:45:13.312646007Z,SPX   240216P04770000,B,9
2024-02-13T19:21:22.867249293Z,SPX   240216P04810000,S,50
2024-02-13T16:37:57.366219486Z,SPX   240216P04810000,B,50
2024-02-13T18:41:58.606058531Z,SPX   241018P04500000,S,50
